customer_id,first_name,last_name,state,first_touch,signup_channel_category,plan,signup_channel,campaign_id,signup_date
c15351,Lorene,Pelc,ND,social,Organic,silver,Direct,CAM030,2022-07-08
c15352,Betty,Pepper,NJ,referral,Paid,silver,paid search,CAM031,2022-07-08
c15353,Bradford,Upton,NJ,referral,Organic,silver,Direct,CAM004,2022-07-08
c15354,Edith,Baker,NJ,social,Paid,silver,paid search,CAM020,2022-07-11
c15355,Mary,Vadasy,WA,social,Organic,silver,Direct,CAM030,2022-07-12
c15356,Cora,Gorman,NJ,social,Paid,silver,paid search,CAM032,2022-07-12
c15357,Antonia,Babb,CO,social,Organic,silver,Direct,CAM031,2022-07-13
c15358,Jamie,Arkell,NJ,social,Organic,silver,Direct,CAM030,2022-07-13
c15359,John,Cecil,NJ,marketplace,Organic,silver,Direct,CAM004,2022-07-13
c1536,Teresa,Mcnicholas,NJ,marketplace,Paid,gold,paid social,CAM004,2020-06-24
c15360,Carlton,Jarrett,SC,social,Organic,silver,Referral,CAM033,2022-07-14
c15361,Claudia,Evans,NJ,referral,Organic,silver,Direct,CAM004,2022-07-14
c15362,Warren,Thompson,NJ,referral,Organic,silver,Direct,CAM031,2022-07-15
c15363,Donna,Pettengill,NJ,referral,Organic,silver,Direct,CAM004,2022-07-16
c15364,Jacqueline,Gelinas,NJ,social,Organic,silver,Direct,CAM006,2022-07-16
c15365,Allison,Oneill,MT,referral,Organic,silver,Direct,CAM004,2022-07-17
c15366,Jessica,Queen,NJ,referral,Paid,bronze,paid search,CAM002,2022-07-18
c15367,William,Ayers,OH,social,Organic,silver,Direct,CAM030,2022-07-18
c15368,Terry,Weber,NJ,referral,Paid,bronze,paid search,CAM031,2022-07-18
c15369,Jeromy,Morales,NJ,social,Organic,silver,Organic Search,CAM018,2022-07-19
c1537,Patricia,White,NJ,social,Organic,silver,Organic Search,CAM030,2020-06-24
c15370,Wendy,Lewis,MT,social,Organic,silver,Direct,CAM004,2022-07-19
c15371,Carol,Bedor,NJ,referral,Paid,silver,paid search,CAM020,2022-07-20
c15372,Stephanie,Harley,NJ,referral,Organic,silver,Direct,CAM004,2022-07-20
c15373,Millard,May,IA,social,Organic,silver,Direct,CAM004,2022-07-20
c15374,Gabrielle,White,IA,social,Organic,silver,Direct,CAM030,2022-07-21
c15375,Lillian,Romaniak,IA,referral,Organic,silver,Direct,CAM001,2022-07-21
c15376,Cynthia,Todd,NY,referral,Paid,bronze,paid search,CAM002,2022-07-21
c15377,Arlinda,Anderson,OK,social,Organic,silver,Direct,CAM018,2022-07-21
c15378,Madelene,Morin,NJ,referral,Organic,silver,Direct,CAM004,2022-07-21
c15379,Nathaniel,Cartier,NC,social,Organic,silver,Direct,CAM030,2022-08-17
c1538,John,Wilkins,ND,referral,Organic,silver,Organic Search,CAM018,2020-06-24
c15380,Lisa,Stike,SD,social,Organic,silver,Direct,CAM030,2022-08-21
c15381,Larry,Chesnut,NJ,referral,Organic,silver,Direct,CAM030,2022-08-21
c15382,Tony,Miller,WA,social,Organic,silver,Direct,CAM018,2022-08-22
c15383,Willette,Eldridge,NJ,social,Organic,silver,Referral,CAM018,2022-08-22
c15384,Leslie,Barry,NJ,referral,Organic,silver,Direct,CAM018,2022-08-24
c15385,James,Sanos,NJ,marketplace,Organic,silver,Direct,CAM030,2022-08-28
c15386,Estella,Smith,NJ,social,Organic,silver,Direct,CAM031,2022-08-30
c15387,Christina,Martinez,NJ,social,Organic,silver,Direct,CAM006,2022-09-03
c15388,Cheri,Ruhlin,VA,social,Paid,silver,paid search,CAM018,2022-09-05
c15389,Stephen,Arsenault,NJ,referral,Paid,silver,paid search,CAM020,2022-09-11
c1539,Dorothy,Kenyon,NJ,referral,Organic,silver,Direct,CAM018,2020-06-24
c15390,Michael,Anderson,MI,social,Paid,silver,paid search,CAM020,2022-09-17
c15391,Paul,Newcombe,NJ,referral,Organic,silver,Direct,CAM001,2022-09-21
c15392,Anne,Reynolds,NJ,social,Paid,silver,paid search,CAM020,2022-09-21
c15393,Daniel,Awalt,SC,social,Paid,silver,paid search,CAM018,2022-09-21
c15394,Barbara,Pirog,ND,social,Organic,silver,Direct,CAM006,2022-09-19
c15395,Dolores,Scrivens,SD,social,Organic,silver,Direct,CAM018,2022-09-20
c15396,Young,Gaskin,NJ,referral,Organic,silver,Direct,CAM004,2022-09-22
c15397,David,Platt,OK,social,Organic,silver,Direct,CAM004,2022-09-28
c15398,Jean,Bayless,CO,referral,Organic,silver,Referral,CAM031,2022-09-29
c15399,Sheila,Le,MO,social,Organic,silver,Social,CAM018,2022-10-03
c154,Addie,Dixon,NC,referral,Paid,gold,paid search,CAM018,2019-02-06
c1540,Joshua,Mayer,NJ,social,Organic,silver,Referral,CAM018,2020-06-24
c15400,Virginia,Unga,CO,referral,Paid,silver,paid search,CAM020,2022-10-03
c15401,Jessie,Strickland,NJ,social,Paid,silver,paid search,CAM031,2022-10-03
c15402,Raul,Rodriguez,NJ,referral,Organic,silver,Direct,CAM030,2022-10-06
c15403,William,Wilder,NJ,referral,Organic,silver,Direct,CAM001,2022-10-12
c15404,John,Bonardi,MO,social,Organic,silver,Direct,CAM018,2022-10-17
c15405,Marjorie,Orlikowski,OH,social,Paid,silver,paid search,CAM020,2022-10-20
c15406,Deloris,Klein,NJ,direct,Organic,silver,Direct,CAM022,2022-10-20
c15407,Spencer,Campbell,DE,social,Paid,bronze,paid search,CAM018,2022-10-21
c15408,Jerry,Powers,AZ,social,Organic,silver,Referral,CAM031,2022-10-18
c15409,Lorraine,Sarnicola,NJ,social,Organic,silver,Direct,CAM030,2022-10-18
c1541,Michael,Sparkman,NJ,social,Organic,silver,Organic Search,CAM018,2020-06-24
c15410,Tammy,Fleming,CO,social,Organic,silver,Direct,CAM022,2022-10-19
c15411,Bill,Knedler,NJ,marketplace,Organic,silver,Direct,CAM004,2022-10-25
c15412,Joey,Guizar,ND,social,Paid,silver,paid search,CAM020,2022-10-26
c15413,Melvin,Plummer,OH,social,Organic,silver,Organic Search,CAM018,2022-10-27
c15414,Grace,Pierce,GA,referral,Organic,silver,Organic Search,CAM031,2022-10-28
c15415,Ronald,Rosato,NJ,social,Organic,silver,Direct,CAM018,2022-10-31
c15416,Mildred,Small,OH,referral,Organic,silver,Organic Search,CAM030,2022-11-01
c15417,Donald,Morrison,NJ,social,Paid,gold,Partner Referral,CAM032,2022-11-04
c15418,Jose,Villarreal,NJ,referral,Paid,gold,Partner Referral,CAM031,2022-11-05
c15419,Mary,Lyall,NY,social,Organic,silver,Organic Search,CAM031,2022-11-03
c1542,Jamie,Johns,SC,referral,Paid,silver,paid search,CAM031,2020-06-24
c15420,James,Svoboda,PA,social,Paid,silver,paid search,CAM031,2022-11-03
c15421,Garry,Green,NY,social,Organic,silver,Direct,CAM031,2022-11-07
c15422,Teresa,Floer,NJ,social,Organic,silver,Direct,CAM031,2022-11-08
c15423,Lauren,Aaron,NJ,social,Organic,silver,Direct,CAM018,2022-11-09
c15424,Robyn,Flowers,NJ,direct,Organic,silver,Direct,CAM001,2022-11-12
c15425,Frances,Jones,NJ,referral,Organic,silver,Direct,CAM020,2022-11-14
c15426,Jerry,Jones,MI,social,Paid,silver,paid search,CAM031,2022-11-16
c15427,Ernest,Nagel,IA,social,Organic,silver,Organic Search,CAM006,2022-11-16
c15428,Karan,Asbury,ND,social,Paid,silver,paid search,CAM006,2022-11-16
c15429,Richard,Janeway,NJ,social,Organic,silver,Direct,CAM006,2022-11-17
c1543,Elizabeth,Davis,NJ,social,Paid,silver,paid search,CAM009,2020-06-25
c15430,Terrance,Freeman,NJ,social,Organic,silver,Direct,CAM004,2022-11-21
c15431,Julie,Durbin,SC,social,Paid,silver,paid search,CAM030,2022-11-22
c15432,Patricia,Valentine,SC,referral,Organic,silver,Direct,CAM031,2022-11-22
c15433,James,Spicer,NJ,social,Organic,silver,Direct,CAM006,2022-11-22
c15434,Daryl,Andrews,ND,social,Organic,silver,Organic Search,CAM018,2022-11-25
c15435,Dana,Caudel,SC,social,Organic,silver,Organic Search,CAM018,2022-11-26
c15436,Archie,Shields,NY,social,Organic,silver,Direct,CAM018,2022-11-28
c15437,Dale,Huston,NJ,referral,Organic,silver,Direct,CAM030,2022-11-28
c15438,Frances,Hayden,TN,referral,Organic,silver,Direct,CAM030,2022-12-18
c15439,Jacob,Owczarzak,NC,social,Organic,silver,Direct,CAM018,2022-12-17
c1544,Kim,Saldivar,NJ,social,Organic,silver,Direct,CAM018,2020-06-25
c15440,David,Madsen,NJ,marketplace,Organic,silver,Direct,CAM004,2022-12-23
c15441,Alberto,Kerley,VA,referral,Organic,silver,Organic Search,CAM001,2023-01-01
c15442,Stanley,Dawes,SC,referral,Organic,silver,Direct,CAM030,2023-01-06
c15443,Caren,Hibbert,NJ,social,Organic,silver,Direct,CAM006,2023-01-05
c15444,Daniel,White,NJ,social,Paid,gold,paid search,CAM031,2023-01-06
c15445,Anthony,Williams,NJ,social,Organic,silver,Direct,CAM030,2023-01-06
c15446,Jason,Murray,NJ,referral,Organic,silver,Direct,CAM030,2023-01-07
c15447,Charles,Warren,NY,social,Organic,silver,Direct,CAM018,2023-01-10
c15448,Ronald,Horne,NJ,social,Organic,silver,Direct,CAM031,2023-01-11
c15449,Samuel,Henslee,NJ,social,Organic,silver,Direct,CAM002,2022-12-02
c1545,Tonia,Karth,OK,referral,Paid,gold,paid search,CAM031,2020-06-25
c15450,Irene,Pleasant,NJ,referral,Organic,silver,Direct,CAM020,2022-12-02
c15451,Etta,Staub,IA,referral,Paid,bronze,paid search,CAM002,2022-12-02
c15452,Leslie,Paladino,NJ,referral,Paid,bronze,paid search,CAM002,2022-12-03
c15453,Edward,Mason,NJ,social,Organic,silver,Direct,CAM030,2022-12-03
c15454,Mandy,Mulcahy,NJ,social,Organic,silver,Organic Search,CAM002,2022-12-03
c15455,Julissa,Hughes,NJ,social,Paid,silver,paid search,CAM020,2022-12-04
c15456,Regina,Jones,NJ,referral,Organic,silver,Referral,CAM001,2022-12-05
c15457,Neal,Rivera,DE,social,Organic,silver,Direct,CAM030,2022-12-05
c15458,Shirley,Wright,NJ,referral,Organic,silver,Direct,CAM022,2022-12-01
c15459,Douglas,Jones,NJ,referral,Organic,silver,Direct,CAM002,2022-12-01
c1546,Laura,Stinnett,NY,referral,Organic,silver,Direct,CAM018,2020-06-25
c15460,Dennis,Forshee,ND,social,Organic,silver,Direct,CAM018,2022-12-01
c15461,Gwendolyn,Wright,NC,social,Organic,silver,Direct,CAM031,2022-12-02
c15462,Arthur,Lindsay,NJ,social,Organic,silver,Direct,CAM018,2022-12-02
c15463,Juan,Levesque,SC,referral,Organic,silver,Direct,CAM031,2022-12-06
c15464,David,Sansotta,NJ,social,Paid,bronze,paid search,CAM002,2022-12-07
c15465,Lori,Lee,NJ,referral,Organic,silver,Organic Search,CAM020,2022-12-07
c15466,Matthew,Jones,NJ,referral,Organic,silver,Direct,CAM018,2022-12-08
c15467,Percy,Rawlins,NC,referral,Organic,silver,Referral,CAM031,2022-12-09
c15468,Katherine,Wilkinson,MO,social,Organic,silver,Direct,CAM031,2022-12-09
c15469,Donald,Williams,NJ,social,Paid,bronze,paid search,CAM002,2022-12-09
c1547,Glenn,Melin,NY,social,Paid,silver,paid search,CAM031,2020-06-25
c15470,Sharon,Speck,NJ,social,Organic,silver,Direct,CAM018,2022-12-11
c15471,Geneva,Bryan,IA,referral,Organic,silver,Organic Search,CAM001,2022-12-11
c15472,Karen,Hollis,NJ,referral,Organic,bronze,Direct,CAM004,2022-12-12
c15473,Harry,Slater,CA,social,Organic,silver,Direct,CAM031,2022-12-12
c15474,Brian,Lacy,NJ,referral,Organic,silver,Organic Search,CAM030,2022-12-13
c15475,Bobbie,Haskell,NJ,social,Organic,silver,Direct,CAM020,2022-12-13
c15476,Jennifer,Copeland,NJ,marketplace,Organic,silver,Direct,CAM020,2022-12-14
c15477,Stephen,Alsdon,NY,social,Organic,silver,provider partner,CAM020,2022-12-14
c15478,Marcus,Parrish,WA,referral,Organic,silver,Direct,CAM031,2023-01-12
c15479,Joan,Trynowski,NJ,social,Organic,silver,Direct,CAM018,2023-01-13
c1548,John,Gaut,OH,referral,Paid,gold,paid search,CAM031,2020-06-25
c15480,Michael,Irish,OH,referral,Organic,silver,Organic Search,CAM018,2023-01-17
c15481,Tosha,Nickel,NJ,referral,Organic,silver,Direct,CAM030,2023-01-24
c15482,Monica,Shapiro,SC,referral,Organic,silver,Direct,CAM030,2023-01-25
c15483,Rocco,Caylor,OK,social,Organic,silver,Direct,CAM030,2023-01-22
c15484,Charity,Trombley,NC,social,Organic,silver,Direct,CAM004,2023-01-28
c15485,Sheila,Stein,GA,social,Organic,silver,Social,CAM033,2023-01-30
c15486,Deborah,Jones,MI,social,Paid,bronze,paid search,CAM002,2023-01-31
c15487,Gary,Riggan,NJ,social,Paid,silver,paid search,CAM018,2023-02-03
c15488,Christine,Kissinger,NJ,social,Organic,silver,Direct,CAM018,2023-02-16
c15489,Michael,Anderson,NJ,marketplace,Organic,silver,Organic Search,CAM018,2023-02-19
c1549,James,Estrada,NJ,referral,Organic,silver,Social,CAM006,2020-06-25
c15490,Tyler,Parker,NJ,social,Paid,silver,paid search,CAM020,2023-02-22
c15491,Ramon,Teel,MA,referral,Organic,silver,Organic Search,CAM018,2023-02-20
c15492,Stanley,Trinidad,NJ,social,Paid,silver,paid search,CAM020,2023-02-20
c15493,Earline,Taylor,NJ,social,Organic,silver,Direct,CAM018,2023-02-21
c15494,Gustavo,Pankow,NJ,social,Organic,silver,Direct,CAM018,2023-03-01
c15495,Isobel,Wigley,WA,social,Organic,silver,Organic Search,CAM031,2023-03-01
c15496,Terrell,Bloom,NJ,social,Organic,silver,Direct,CAM018,2023-03-05
c15497,Simon,Schuck,NJ,referral,Paid,silver,Other,CAM020,2023-03-07
c15498,Patricia,Romero,NJ,social,Organic,silver,Direct,CAM033,2023-03-10
c15499,Jimmy,Felder,TN,social,Organic,silver,Direct,CAM018,2023-03-08
c155,Loretta,Mcgarry,NJ,social,Paid,gold,paid search,CAM031,2019-02-06
c1550,James,Grice,IA,social,Organic,silver,Direct,CAM008,2020-06-25
c15500,Susan,Schultz,IA,referral,Paid,bronze,paid search,CAM020,2023-03-11
c15501,Sheila,Bright,NJ,referral,Organic,silver,Referral,CAM002,2023-03-12
c15502,Latonya,Eastman,MO,social,Organic,silver,Direct,CAM030,2023-03-13
c15503,Jerry,Gouin,NM,social,Organic,silver,Organic Search,CAM020,2023-03-14
c15504,Joy,Hunnings,NJ,social,Organic,silver,Organic Search,CAM006,2023-03-20
c15505,James,Edmonds,NC,social,Organic,silver,Organic Search,CAM018,2023-03-22
c15506,John,Postal,IA,social,Organic,silver,Direct,CAM006,2023-03-22
c15507,Jason,Corbo,IA,social,Organic,silver,Social,CAM031,2023-03-25
c15508,William,Watson,NJ,social,Paid,silver,paid search,CAM031,2023-03-23
c15509,Bob,Kunz,NE,social,Organic,silver,Organic Search,CAM018,2023-03-24
c1551,Horace,Davis,WA,social,Paid,silver,paid search,CAM006,2020-06-26
c15510,Rosemary,Vaughn,NJ,referral,Organic,silver,Organic Search,CAM001,2023-04-03
c15511,Donna,Vest,ND,social,Organic,silver,Direct,CAM031,2023-04-11
c15512,Michael,Kelly,NJ,social,Organic,silver,Direct,CAM030,2023-04-09
c15513,Brenda,Numbers,NJ,social,Organic,silver,Direct,CAM030,2023-04-10
c15514,Candis,Mineo,NJ,social,Organic,silver,Organic Search,CAM018,2023-04-10
c15515,Joan,Mixer,NJ,social,Organic,silver,Direct,CAM030,2023-04-10
c15516,Heidi,Spiller,NJ,social,Organic,silver,Direct,CAM030,2023-04-10
c15517,Karen,Sims,NY,social,Paid,silver,paid search,CAM031,2023-04-14
c15518,Garrett,Casady,NY,social,Paid,silver,paid search,CAM031,2023-04-20
c15519,Martina,Flaherty,NJ,referral,Organic,silver,Direct,CAM002,2023-04-26
c1552,Angela,May,NY,social,Organic,silver,Direct,CAM006,2020-06-26
c15520,Armando,Howe,NJ,social,Organic,silver,Direct,CAM030,2023-04-25
c15521,Susan,Richardson,ND,social,Paid,silver,paid search,CAM031,2023-04-28
c15522,Rudolph,Doss,IA,social,Organic,silver,Direct,CAM030,2023-05-01
c15523,Christopher,Thornton,NJ,referral,Paid,silver,paid search,CAM020,2023-05-01
c15524,Charles,Orellana,VA,referral,Organic,silver,Organic Search,CAM020,2023-05-02
c15525,Mike,Shea,NJ,social,Organic,silver,Direct,CAM031,2023-05-02
c15526,Thomas,Lueck,NY,referral,Organic,silver,Direct,CAM004,2023-05-02
c15527,Rico,Fawcett,NJ,social,Organic,silver,Direct,CAM030,2023-05-05
c15528,Stephanie,Vandiver,ND,referral,Paid,silver,paid search,CAM020,2023-05-09
c15529,Jonathan,Garrett,DE,referral,Organic,silver,Direct,CAM020,2023-05-26
c1553,Brian,Marlett,GA,social,Organic,silver,Direct,CAM030,2020-06-26
c15530,Nancy,Murphy,NJ,social,Organic,silver,Referral,CAM006,2023-05-26
c15531,Lavonne,Brandt,NC,social,Organic,silver,Direct,CAM030,2023-05-27
c15532,Michael,Nunez,GA,social,Organic,silver,Organic Search,CAM018,2023-05-28
c15533,Glen,Jacobson,GA,social,Paid,silver,paid search,CAM020,2023-05-25
c15534,Paul,Hertler,CA,referral,Organic,silver,Direct,CAM030,2023-05-25
c15535,Robert,Spears,NJ,social,Organic,silver,Direct,CAM030,2023-05-25
c15536,Grace,Rodgers,NJ,referral,Organic,silver,Organic Search,CAM031,2023-05-25
c15537,Anette,Garcia,NJ,social,Organic,silver,Direct,CAM018,2023-05-25
c15538,Lola,Devine,SC,referral,Paid,silver,paid search,CAM031,2023-05-26
c15539,Erna,Sanchez,NJ,referral,Organic,silver,Direct,CAM030,2023-05-31
c1554,Stacey,Blanchard,NJ,social,Organic,silver,Direct,CAM030,2020-06-26
c15540,Margret,Price,NJ,social,Paid,silver,paid search,CAM031,2023-06-01
c15541,Christopher,Hammond,NJ,referral,Organic,silver,Referral,CAM030,2023-06-01
c15542,Linda,Karlin,WA,social,Paid,gold,paid search,CAM031,2023-06-01
c15543,Geoffrey,Verner,NJ,referral,Paid,bronze,paid search,CAM002,2023-06-02
c15544,Earl,Perez,IA,social,Organic,silver,Direct,CAM031,2023-06-02
c15545,Rose,Finch,NY,social,Organic,silver,Direct,CAM030,2023-06-03
c15546,Christine,Miles,NJ,referral,Paid,silver,paid search,CAM020,2023-06-04
c15547,Mark,Turgeon,NJ,referral,Organic,silver,Direct,CAM004,2023-06-04
c15548,Benjamin,Mack,NJ,referral,Organic,silver,Direct,CAM031,2023-06-06
c15549,Robert,Johnson,NJ,social,Organic,silver,Direct,CAM006,2023-06-07
c1555,April,Slater,NJ,social,Organic,silver,Organic Search,CAM006,2020-06-26
c15550,David,Miller,NJ,referral,Organic,silver,Direct,CAM030,2023-06-11
c15551,Elba,Sweet,NJ,referral,Organic,silver,Direct,CAM006,2023-06-11
c15552,Cornelius,Sanders,ND,social,Organic,silver,Direct,CAM018,2023-06-12
c15553,Lucille,Sutton,NJ,social,Organic,silver,provider partner,CAM006,2023-06-12
c15554,Derek,Noland,SC,referral,Organic,silver,Direct,CAM030,2023-06-13
c15555,Elias,Adams,NJ,social,Paid,silver,paid search,CAM031,2023-06-11
c15556,Lena,Lambert,NJ,social,Paid,silver,paid search,CAM020,2023-06-14
c15557,Timothy,Hibbard,NJ,referral,Organic,silver,Direct,CAM004,2023-06-14
c15558,Austin,Forster,NJ,referral,Paid,bronze,paid search,CAM002,2023-06-15
c15559,Leroy,Perryman,WA,social,Organic,silver,Direct,CAM018,2023-05-12
c1556,Helen,Solem,NJ,social,Organic,silver,Direct,CAM031,2020-06-26
c15560,Krista,Morse,NJ,referral,Organic,silver,Direct,CAM030,2023-05-13
c15561,Nancy,Harrington,NJ,referral,Organic,silver,Direct,CAM018,2023-06-15
c15562,Judith,Dennis,IA,referral,Organic,silver,Direct,CAM030,2023-05-14
c15563,Ashley,Wilson,NC,social,Organic,silver,Organic Search,CAM018,2023-05-14
c15564,Araceli,Calderon,AZ,referral,Organic,silver,Direct,CAM030,2023-05-15
c15565,Billy,Smith,MI,social,Organic,silver,Referral,CAM006,2023-05-15
c15566,Lee,Ledesma,GA,social,Organic,silver,Organic Search,CAM031,2023-05-15
c15567,Roy,Workman,NJ,social,Organic,silver,Referral,CAM001,2023-05-15
c15568,Mark,Carstens,ND,social,Paid,silver,paid search,CAM001,2023-05-15
c15569,Florence,Sizemore,NY,social,Organic,silver,Direct,CAM001,2023-05-16
c1557,Stella,Weston,MO,social,Paid,silver,paid search,CAM031,2020-06-26
c15570,Ramona,Whitaker,NC,social,Organic,silver,Referral,CAM018,2023-05-16
c15571,Patricia,Petersen,IL,social,Paid,silver,paid search,CAM031,2023-05-17
c15572,Clifton,Ferguson,OK,social,Organic,silver,Organic Search,CAM018,2023-05-17
c15573,Karen,Skinner,NJ,social,Paid,gold,paid search,CAM006,2023-05-17
c15574,James,Sanders,NJ,social,Organic,silver,Direct,CAM018,2023-05-18
c15575,Loretta,Tisby,NJ,social,Paid,bronze,paid search,CAM020,2023-05-18
c15576,Marion,Felder,ND,direct,Organic,silver,Direct,CAM022,2023-05-20
c15577,Ida,Reid,SC,referral,Paid,silver,paid search,CAM031,2023-05-20
c15578,Chad,Schaffer,GA,referral,Organic,silver,Direct,CAM018,2023-05-20
c15579,Rosemarie,Buchmeier,NJ,social,Organic,silver,Direct,CAM004,2023-05-20
c1558,Patricia,Escobar,ND,social,Organic,silver,Referral,CAM001,2020-06-26
c15580,Karyn,Betton,NJ,referral,Paid,bronze,paid search,CAM002,2023-05-21
c15581,Pearl,Stay,NJ,social,Paid,silver,paid search,CAM009,2023-05-22
c15582,Barbara,Valentine,NJ,social,Organic,silver,Direct,CAM030,2023-05-22
c15583,Junior,Mortenson,NJ,social,Paid,bronze,paid search,CAM020,2023-05-24
c15584,Lester,Moreno,NJ,social,Paid,silver,paid search,CAM020,2023-05-24
c15585,Marta,Kiefer,NJ,referral,Organic,silver,Direct,CAM030,2023-05-24
c15586,Valerie,Farmer,NJ,referral,Paid,silver,paid search,CAM020,2023-06-16
c15587,Vincent,Bullock,NJ,referral,Paid,gold,paid search,CAM006,2023-06-19
c15588,Mark,Duarte,NJ,social,Paid,bronze,paid search,CAM002,2023-06-19
c15589,Antoinette,Hathaway,NJ,referral,Organic,silver,Organic Search,CAM006,2023-06-19
c1559,Helen,Oliver,MT,referral,Organic,silver,Direct,CAM030,2020-06-26
c15590,Leon,Quinlivan,NC,referral,Organic,silver,Organic Search,CAM031,2023-06-20
c15591,Jeremy,Ricard,OH,referral,Organic,silver,Direct,CAM030,2023-06-20
c15592,Bernice,Austin,NJ,marketplace,Organic,silver,Direct,CAM030,2023-06-21
c15593,Norman,Sanders,NJ,referral,Organic,silver,Direct,CAM030,2023-06-22
c15594,Ashley,Watson,NJ,referral,Paid,gold,paid search,CAM020,2023-06-23
c15595,Monica,Blevins,NJ,social,Paid,silver,paid search,CAM031,2023-06-24
c15596,Helen,Merriam,OK,marketplace,Paid,silver,paid search,CAM001,2023-06-26
c15597,Fred,Aranda,NY,referral,Paid,bronze,paid search,CAM018,2023-06-28
c15598,Michael,Williams,ND,referral,Organic,silver,Direct,CAM030,2023-06-28
c15599,Patricia,Chamberlain,MO,social,Organic,silver,Direct,CAM018,2023-06-29
c156,Bernard,Southard,VI,social,Organic,silver,Referral,CAM006,2019-02-06
c1560,Jay,Mickel,WA,social,Paid,silver,paid search,CAM031,2020-06-26
c15600,Richard,Leavitt,OH,referral,Organic,silver,Direct,CAM020,2023-06-26
c15601,Jimmie,Fendley,NY,social,Organic,silver,Direct,CAM031,2023-06-27
c15602,Tara,Comerford,NJ,social,Paid,gold,paid search,CAM031,2023-06-27
c15603,Christopher,Padilla,IA,referral,Organic,silver,Direct,CAM020,2023-06-27
c15604,Thomas,Vansice,GA,referral,Organic,silver,Direct,CAM030,2023-07-03
c15605,Geraldine,Lima,OK,social,Paid,silver,paid search,CAM031,2023-07-05
c15606,Cole,Benberry,NJ,referral,Organic,silver,Direct,CAM018,2023-07-05
c15607,Laraine,Iraheta,NJ,social,Paid,silver,paid search,CAM031,2023-07-05
c15608,John,Mcclallen,WA,social,Organic,silver,Direct,CAM030,2023-07-06
c15609,Charles,Nussbaum,NJ,social,Organic,silver,Direct,CAM030,2023-07-06
c1561,Rosario,Pineda,IA,social,Paid,gold,paid search,CAM031,2020-06-26
c15610,John,Jones,NJ,referral,Organic,silver,Direct,CAM030,2023-07-06
c15611,Audrey,Schall,NJ,social,Organic,silver,Direct,CAM030,2023-07-07
c15612,John,Markum,NJ,referral,Organic,silver,Organic Search,CAM031,2023-07-12
c15613,Angela,Sostre,ND,social,Paid,gold,paid search,CAM031,2023-07-13
c15614,Jason,White,NC,social,Paid,gold,paid search,CAM031,2019-01-17
c15615,Christopher,Ferrell,NJ,social,Organic,silver,Direct,CAM031,2019-01-30
c15616,Pearle,Lowe,NJ,social,Organic,silver,Direct,CAM031,2019-01-31
c15617,Ramon,Ketchum,NJ,social,Paid,gold,paid search,CAM020,2019-02-11
c15618,Danny,Layne,NJ,referral,Paid,gold,paid search,CAM018,2019-02-11
c15619,Arnold,Stassi,NJ,social,Organic,silver,Direct,CAM030,2019-02-11
c1562,Gabriel,Clos,AZ,social,Organic,silver,Direct,CAM030,2020-06-26
c15620,Patsy,Mckenna,NJ,referral,Organic,silver,Direct,CAM032,2019-03-14
c15621,Danielle,Garcia,NJ,social,Paid,gold,paid search,CAM033,2019-03-10
c15622,George,Gray,NJ,direct,Organic,silver,Direct,CAM033,2019-03-10
c15623,Eric,Burleson,WV,social,Paid,gold,paid search,CAM032,2019-04-04
c15624,Frank,Santana,NJ,social,Organic,silver,Direct,CAM006,2019-04-05
c15625,Cecile,Lesniak,ND,social,Paid,gold,paid search,CAM031,2019-04-06
c15626,Venita,Chech,MI,social,Organic,silver,Direct,CAM018,2019-04-20
c15627,Laura,Townsend,NJ,referral,Organic,silver,Referral,CAM018,2019-05-04
c15628,Rita,Taylor,NJ,social,Organic,silver,Direct,CAM018,2019-05-02
c15629,Angelina,Bissell,NJ,social,Organic,silver,Organic Search,CAM032,2019-05-03
c1563,Bettye,Lau,NJ,social,Organic,silver,Organic Search,CAM031,2020-06-26
c15630,Emily,Phares,NJ,social,Organic,silver,Organic Search,CAM031,2019-05-16
c15631,Joe,Barker,NY,social,Organic,silver,Referral,CAM018,2019-05-24
c15632,Raymond,Chapman,NJ,social,Paid,silver,paid search,CAM018,2019-05-29
c15633,Alice,Hiles,NJ,social,Organic,silver,Referral,CAM031,2019-05-27
c15634,Nancy,Figueroa,NJ,social,Paid,silver,paid search,CAM031,2019-06-06
c15635,Christopher,Vergari,NJ,referral,Organic,silver,Referral,CAM030,2019-06-11
c15636,Gail,Archibald,MT,social,Organic,silver,Direct,CAM030,2020-03-29
c15637,Colette,Oswalt,MT,direct,Organic,silver,Direct,CAM030,2020-03-29
c15638,Marie,Blankenship,NJ,social,Organic,silver,Direct,CAM022,2020-03-28
c15639,Chuck,Bower,NY,social,Paid,gold,paid search,CAM031,2020-03-28
c1564,Myra,Anglemyer,NY,social,Paid,gold,paid search,CAM031,2020-06-27
c15640,Joseph,Chase,NJ,social,Paid,silver,paid search,CAM018,2020-03-28
c15641,Darlene,Downs,NY,social,Paid,silver,paid search,CAM014,2020-04-05
c15642,Robert,Fisher,NJ,social,Organic,silver,Direct,CAM030,2020-03-20
c15643,Robert,Cazares,NC,social,Organic,silver,Direct,CAM031,2020-03-20
c15644,Jean,Santos,NJ,social,Paid,silver,paid search,CAM031,2020-03-20
c15645,William,Arnot,NJ,referral,Organic,silver,Direct,CAM001,2020-03-19
